respondent_id,level,format,experience,story,question,question_type,response_text,response_length_words,anchor_local,anchor_global,anchor_causal,anchor_mean_themes,anchor_theme_loyalty,anchor_theme_empathy,anchor_theme_peer_pressure,anchor_theme_kindness,keyword_composite,sim_WAYPOINT0,sim_WAYPOINT1,sim_WAYPOINT2,sim_WAYPOINT3,prediction_top_sim,prediction_margin,predicted_waypoint,semantic_quality,has_semantic_score,overall_composite,anchor_theme_loyalty_vs_honesty,anchor_theme_friendship,anchor_theme_integrity,anchor_theme_peer_loyalty,anchor_theme_temptation,anchor_theme_honesty,anchor_theme_consequences,anchor_theme_greed
R0008,WAYPOINT1,comic,,stealing,q4,metacognitive,Because Billy told the lady he didn't know where it was even though he just grabbed it.,17,0.4,0.0,0.0667,0.25,,,,,0.1608,0.4826,0.8822,0.5056,0.6657,0.8822,0.2165,WAYPOINT1,0.5113,True,0.3711,,,,,1.0,0.0,0.0,0.0
R0009,WAYPOINT2,comic,,cat,q1,inference,Because he felt lonely and wanted a pet to keep him company.,12,0.2,0.2,0.1333,0.5,0.0,1.0,1.0,0.0,0.2217,0.5272,0.6194,0.5779,0.5246,0.6194,0.0415,,0.4964,True,0.3865,,,,,,,,
R0009,WAYPOINT2,comic,,cat,q2,metacognitive,Animals make really good friends when you are sad or feeling left out by other kids.,16,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3687,0.5182,0.4778,0.5526,0.5526,0.0343,,0.5444,True,0.3466,,,,,,,,
R0009,WAYPOINT2,comic,,cat,q3,inference,Be nice to animals.,4,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.075,0.4644,0.6842,0.5104,0.5241,0.6842,0.1601,WAYPOINT1,0.5004,True,0.3302,,,,,,,,
R0009,WAYPOINT2,comic,,cat,q4,metacognitive,Pets need a good home and you shouldn't bully animals just because they are dirty from being outside.,18,0.4,0.4,0.1333,0.0,0.0,0.0,0.0,0.0,0.2467,0.3706,0.5816,0.5481,0.5409,0.5816,0.0335,,0.539,True,0.4221,,,,,,,,
R0009,WAYPOINT2,comic,,lying,q1,inference,Because you aren't supposed to snitch on your friends.,9,0.0,0.0,0.0,0.0,,,,,0.0,0.6182,0.6624,0.727,0.6338,0.727,0.0646,WAYPOINT2,0.507,True,0.3042,0.0,0.0,0.0,0.0,,,,
R0009,WAYPOINT2,comic,,lying,q2,metacognitive,If you tell on your best friend they will get mad at you and won't be your friend anymore.,19,0.2,0.4,0.0,0.75,,,,,0.2625,0.3286,0.5267,0.7914,0.6147,0.7914,0.1767,WAYPOINT2,0.5828,True,0.4547,1.0,1.0,0.0,1.0,,,,
R0009,WAYPOINT2,comic,,lying,q3,inference,Don't cheat on tests.,4,0.0,0.0,0.0,0.0,,,,,0.0,0.4677,0.7954,0.4844,0.5124,0.7954,0.283,WAYPOINT1,0.487,True,0.2922,0.0,0.0,0.0,0.0,,,,
R0009,WAYPOINT2,comic,,lying,q4,metacognitive,Cheating never gets you anywhere and it's unfair to the kids who actually studied hard.,15,0.2,0.4,0.1,0.25,,,,,0.2225,0.424,0.5802,0.5047,0.4343,0.5802,0.0755,,0.4962,True,0.3867,1.0,0.0,0.0,0.0,,,,
R0009,WAYPOINT2,comic,,stealing,q1,inference,He wanted the money to buy something he really wanted.,10,0.0,0.0,0.0,0.25,,,,,0.0375,0.6468,0.6531,0.6555,0.6103,0.6555,0.0024,,0.493,True,0.3108,,,,,0.0,0.0,0.0,1.0
R0009,WAYPOINT2,comic,,stealing,q2,metacognitive,"Because when people find money and don't return it, it's usually because they are greedy and want to buy stuff for themselves.",22,0.0,0.25,0.0833,0.25,,,,,0.1292,0.3712,0.5795,0.5413,0.5494,0.5795,0.0301,,0.5405,True,0.376,,,,,0.0,0.0,0.0,1.0
R0009,WAYPOINT2,comic,,stealing,q3,inference,Stealing is bad and makes you a liar.,8,0.0,0.25,0.0,0.0,,,,,0.0625,0.3866,0.7315,0.6291,0.5801,0.7315,0.1025,WAYPOINT1,0.5342,True,0.3455,,,,,0.0,0.0,0.0,0.0
R0009,WAYPOINT2,comic,,stealing,q4,metacognitive,"Because you shouldn't take things that don't belong to you, it's just wrong to steal from people.",17,0.0,0.25,0.0417,0.5,,,,,0.1521,0.4239,0.5494,0.7278,0.6297,0.7278,0.0981,WAYPOINT2,0.5569,True,0.395,,,,,1.0,0.0,1.0,0.0
R0010,WAYPOINT2,text,,cat,q1,inference,He wanted a pet to keep him company and make him feel better since he was feeling lonely.,18,0.2,0.0,0.0667,0.5,0.0,0.0,1.0,1.0,0.1483,0.4847,0.6387,0.6076,0.5432,0.6387,0.0312,,0.5106,True,0.3657,,,,,,,,
R0010,WAYPOINT2,text,,cat,q2,metacognitive,Animals are really good at comforting people when they are sad or having a hard time with other kids.,19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3931,0.5234,0.4643,0.5057,0.5234,0.0177,,0.5246,True,0.3348,,,,,,,,
R0010,WAYPOINT2,text,,cat,q3,inference,You shouldn't care about what mean kids think and just be yourself.,12,0.0,0.4,0.0,0.25,0.0,0.0,1.0,0.0,0.1375,0.3981,0.473,0.5975,0.5015,0.5975,0.096,,0.5368,True,0.3771,,,,,,,,
R0010,WAYPOINT2,text,,cat,q4,metacognitive,"Bullies always try to make you feel bad to look cool, but it's better to just ignore them and do what makes you happy.",24,0.0,0.4,0.0,0.25,0.0,0.0,1.0,0.0,0.1375,0.4976,0.484,0.6696,0.473,0.6696,0.1721,WAYPOINT2,0.5088,True,0.3603,,,,,,,,
R0010,WAYPOINT2,text,,lying,q1,inference,Because you aren't supposed to snitch on your friends or they will get mad at you and stop hanging out with you.,22,0.0,0.2,0.0333,0.0,,,,,0.0617,0.5855,0.6399,0.6966,0.6232,0.6966,0.0567,WAYPOINT2,0.5111,True,0.3313,0.0,0.0,0.0,0.0,,,,
R0010,WAYPOINT2,text,,lying,q2,metacognitive,"That's just the rule in middle school, you always protect your best friends no matter what they do.",18,0.2,0.2,0.0667,0.5,,,,,0.1983,0.3624,0.5263,0.69,0.6236,0.69,0.0664,WAYPOINT2,0.5717,True,0.4223,0.0,1.0,0.0,1.0,,,,
R0010,WAYPOINT2,text,,lying,q3,inference,You shouldn't cheat on school tests because it's wrong.,9,0.2,0.2,0.0667,0.5,,,,,0.1983,0.4547,0.7538,0.4816,0.5151,0.7538,0.2387,WAYPOINT1,0.4931,True,0.3752,1.0,0.0,1.0,0.0,,,,
R0010,WAYPOINT2,text,,lying,q4,metacognitive,Because in real life cheaters never prosper and it's better to just do your own work.,16,0.0,0.0,0.0,0.0,,,,,0.0,0.3619,0.504,0.4775,0.4472,0.504,0.0265,,0.5214,True,0.3128,0.0,0.0,0.0,0.0,,,,
R0010,WAYPOINT2,text,,stealing,q1,inference,"Because he really wanted to buy something expensive and didn't have his own money for it, so he just took hers.",21,0.0,0.25,0.125,0.5,,,,,0.1812,0.5772,0.5652,0.5846,0.5897,0.5897,0.005,,0.5041,True,0.3749,,,,,1.0,0.0,0.0,1.0
R0010,WAYPOINT2,text,,stealing,q2,metacognitive,Usually when kids steal money it's because they want to buy stuff their parents won't get them.,17,0.0,0.25,0.0833,0.25,,,,,0.1292,0.3353,0.5535,0.5131,0.588,0.588,0.0346,,0.5601,True,0.3877,,,,,0.0,0.0,0.0,1.0
R0010,WAYPOINT2,text,,stealing,q3,inference,Stealing is bad even if you really want something.,9,0.0,0.25,0.0,0.25,,,,,0.1,0.4114,0.7493,0.653,0.6191,0.7493,0.0962,WAYPOINT1,0.5361,True,0.3617,,,,,0.0,0.0,0.0,1.0
R0010,WAYPOINT2,text,,stealing,q4,metacognitive,Taking people's wallets and lying about it is just a bad thing to do in life.,16,0.0,0.5,0.0833,0.5,,,,,0.2292,0.3645,0.6602,0.603,0.5942,0.6602,0.0572,WAYPOINT1,0.5474,True,0.4201,,,,,1.0,1.0,0.0,0.0
R0011,WAYPOINT2,text,,cat,q1,inference,Because pets make you feel better when other people are being mean to you.,14,0.2,0.0,0.0333,0.25,0.0,0.0,1.0,0.0,0.0992,0.6043,0.5564,0.6103,0.5212,0.6103,0.006,,0.4858,True,0.3312,,,,,,,,
R0011,WAYPOINT2,text,,cat,q2,metacognitive,Animals are usually super loyal and will comfort you when you are having a bad day.,16,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0375,0.4628,0.5337,0.4662,0.4628,0.5337,0.0675,,0.4942,True,0.3115,,,,,,,,
R0011,WAYPOINT2,text,,cat,q3,inference,"Real friends are the ones who care about you, not the ones who act like jerks and judge you.",19,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3306,0.4409,0.5006,0.5068,0.5068,0.0062,,0.5551,True,0.3731,,,,,,,,
R0011,WAYPOINT2,text,,cat,q4,metacognitive,Because you shouldn't hang out with toxic people who just want to bully others.,14,0.0,0.2,0.0333,0.25,0.0,0.0,1.0,0.0,0.0992,0.4158,0.4101,0.6023,0.3966,0.6023,0.1864,,0.5123,True,0.3471,,,,,,,,
R0011,WAYPOINT2,text,,lying,q1,inference,Because you aren't supposed to snitch on your friends.,9,0.0,0.0,0.0,0.0,,,,,0.0,0.6182,0.6624,0.727,0.6338,0.727,0.0646,WAYPOINT2,0.507,True,0.3042,0.0,0.0,0.0,0.0,,,,
R0011,WAYPOINT2,text,,lying,q2,metacognitive,If you tell on your best friend they will get mad at you and probably won't want to hang out with you anymore.,23,0.2,0.6,0.0,0.75,,,,,0.3125,0.3148,0.5018,0.786,0.5964,0.786,0.1895,WAYPOINT2,0.5856,True,0.4764,1.0,1.0,0.0,1.0,,,,
R0011,WAYPOINT2,text,,lying,q3,inference,Don't cheat on your school work because it isn't fair to others.,12,0.0,0.0,0.0,0.0,,,,,0.0,0.468,0.7461,0.546,0.54,0.7461,0.2001,WAYPOINT1,0.5011,True,0.3007,0.0,0.0,0.0,0.0,,,,
R0011,WAYPOINT2,text,,lying,q4,metacognitive,Teachers always say that cheating is wrong and you can get in a lot of trouble for it.,18,0.2,0.4,0.1,0.25,,,,,0.2225,0.4177,0.5616,0.5049,0.4317,0.5616,0.0567,,0.4987,True,0.3882,0.0,0.0,1.0,0.0,,,,
R0011,WAYPOINT2,text,,stealing,q1,inference,He was being selfish and wanted the money to buy things he really wanted.,14,0.0,0.0,0.0,0.25,,,,,0.0375,0.6048,0.5847,0.6195,0.575,0.6195,0.0148,,0.4962,True,0.3127,,,,,0.0,0.0,0.0,1.0
R0011,WAYPOINT2,text,,stealing,q2,metacognitive,"Because when kids want expensive stuff that their parents won't buy them, they sometimes do bad things to get the money.",21,0.0,0.5,0.1667,0.25,,,,,0.2208,0.4074,0.5375,0.5854,0.607,0.607,0.0216,,0.5504,True,0.4186,,,,,0.0,0.0,0.0,1.0
R0011,WAYPOINT2,text,,stealing,q3,inference,Stealing is wrong and you shouldn't take other people's stuff just because you are jealous.,15,0.0,0.25,0.0417,0.75,,,,,0.1896,0.429,0.7719,0.6485,0.572,0.7719,0.1235,WAYPOINT1,0.521,True,0.3884,,,,,1.0,0.0,1.0,1.0
R0011,WAYPOINT2,text,,stealing,q4,metacognitive,"That's what my parents always taught me, that you have to work for your own money.",16,0.0,0.0,0.0,0.0,,,,,0.0,0.4116,0.3972,0.4702,0.4377,0.4702,0.0326,,0.5147,True,0.3088,,,,,0.0,0.0,0.0,0.0
R0012,WAYPOINT2,comic,,cat,q1,inference,He was feeling lonely and wanted a pet to be his friend.,12,0.2,0.2,0.0667,0.5,0.0,0.0,1.0,1.0,0.1983,0.4658,0.6059,0.5772,0.5414,0.6059,0.0287,,0.5151,True,0.3884,,,,,,,,
R0012,WAYPOINT2,comic,,cat,q2,metacognitive,Animals always comfort you when you're feeling sad or down.,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4653,0.541,0.4507,0.4689,0.541,0.072,,0.4931,True,0.2959,,,,,,,,
R0012,WAYPOINT2,comic,,cat,q3,inference,You should always be kind to animals even if other people are making fun of them.,16,0.0,0.2,0.0,0.75,1.0,0.0,1.0,1.0,0.1625,0.4249,0.7079,0.6519,0.6088,0.7079,0.056,WAYPOINT1,0.5345,True,0.3857,,,,,,,,
R0012,WAYPOINT2,comic,,cat,q4,metacognitive,"Bullying animals is mean, and it's always the right thing to stand up for pets.",15,0.0,0.4,0.0,0.25,0.0,0.0,1.0,0.0,0.1375,0.3524,0.5245,0.6297,0.5229,0.6297,0.1053,,0.5507,True,0.3854,,,,,,,,
R0012,WAYPOINT2,comic,,lying,q1,inference,Friends always stick together and don't snitch on each other.,10,0.0,0.0,0.0,0.25,,,,,0.0375,0.5043,0.6458,0.6832,0.5943,0.6832,0.0374,,0.5211,True,0.3277,0.0,0.0,0.0,1.0,,,,
R0012,WAYPOINT2,comic,,lying,q2,metacognitive,"If you tell a teacher on your best friend, they will get mad and won't be your friend anymore.",19,0.2,0.4,0.0,0.75,,,,,0.2625,0.3277,0.5311,0.697,0.5772,0.697,0.1199,WAYPOINT2,0.5715,True,0.4479,1.0,1.0,0.0,1.0,,,,
R0012,WAYPOINT2,comic,,lying,q3,inference,Cheating is bad and you shouldn't let your friends cheat.,10,0.2,0.2,0.0,0.25,,,,,0.1375,0.4118,0.6511,0.5892,0.6408,0.6511,0.0104,,0.5454,True,0.3822,0.0,0.0,0.0,1.0,,,,
R0012,WAYPOINT2,comic,,lying,q4,metacognitive,You learn in school that cheating is against the rules and you can get in big trouble for it.,19,0.2,0.2,0.0667,0.0,,,,,0.1233,0.3649,0.5302,0.4966,0.4616,0.5302,0.0337,,0.5231,True,0.3632,0.0,0.0,0.0,0.0,,,,
R0012,WAYPOINT2,comic,,stealing,q1,inference,He really wanted to buy something expensive that his parents wouldn't get him.,13,0.0,0.25,0.0417,0.25,,,,,0.1146,0.5645,0.7004,0.6698,0.5883,0.7004,0.0306,,0.5027,True,0.3475,,,,,0.0,0.0,0.0,1.0
R0012,WAYPOINT2,comic,,stealing,q2,metacognitive,"When kids want cool stuff really bad, sometimes they are tempted to take money if they find it.",18,0.0,0.5,0.1667,0.25,,,,,0.2208,0.3887,0.6304,0.5655,0.5974,0.6304,0.033,,0.5429,True,0.4141,,,,,0.0,0.0,0.0,1.0
R0012,WAYPOINT2,comic,,stealing,q3,inference,You shouldn't steal things just because you want something nice.,10,0.0,0.25,0.0417,0.5,,,,,0.1521,0.4242,0.7757,0.6637,0.5613,0.7757,0.112,WAYPOINT1,0.5206,True,0.3732,,,,,1.0,0.0,0.0,1.0
R0012,WAYPOINT2,comic,,stealing,q4,metacognitive,Taking someone else's money is a crime and everybody knows stealing is wrong.,13,0.0,0.25,0.0,0.25,,,,,0.1,0.38,0.5222,0.6797,0.5544,0.6797,0.1253,WAYPOINT2,0.5531,True,0.3719,,,,,0.0,0.0,1.0,0.0
R0013,WAYPOINT3,text,,cat,q1,inference,He kept the cat because he knew what it felt like to be made fun of by those kids and the cat was actually there for him.,27,0.0,0.2,0.0667,0.75,0.0,1.0,1.0,1.0,0.1858,0.5733,0.7944,0.8319,0.7476,0.8319,0.0376,,0.5317,True,0.3933,,,,,,,,
R0013,WAYPOINT3,text,,cat,q2,metacognitive,"The story says the boys were laughing at both of them and calling them dirty. Usually when people go through a hard time or get bullied together, they form a bond, so he saw the cat as a real friend instead of just a stray.",45,0.6,0.2,0.2667,0.25,0.0,1.0,0.0,0.0,0.3308,0.4743,0.7631,0.5724,0.7256,0.7631,0.0375,,0.537,True,0.4545,,,,,,,,
R0013,WAYPOINT3,text,,cat,q3,inference,You should care more about true friends than trying to fit in with mean people.,15,0.0,0.6,0.1,0.5,1.0,0.0,1.0,0.0,0.26,0.3819,0.4923,0.6296,0.543,0.6296,0.0866,,0.5505,True,0.4343,,,,,,,,
R0013,WAYPOINT3,text,,cat,q4,metacognitive,"The boys in the story were bullying Bruno and the cat, but Bruno chose the cat over playing basketball. In real life, you shouldn't hang out with toxic people just to look cool, it's better to stick with who really cares about you.",43,0.8,0.4,0.2,0.25,0.0,0.0,1.0,0.0,0.4075,0.3844,0.7887,0.5553,0.7915,0.7915,0.0028,,0.5654,True,0.5022,,,,,,,,
R0013,WAYPOINT3,text,,lying,q1,inference,Sarah stayed quiet because she didn't want to ruin her friendship with Rachel or get her in major trouble with the teacher.,22,0.2,0.2,0.1333,0.0,,,,,0.1467,0.5782,0.8452,0.8053,0.8422,0.8452,0.003,,0.5408,True,0.3832,0.0,0.0,0.0,0.0,,,,
R0013,WAYPOINT3,text,,lying,q2,metacognitive,"The story mentions they've been best friends since they were toddlers. Usually, people value their long-term friendships over following school rules, so she lied to Ms. Craig to protect her friend.",31,0.6,0.4,0.5,0.5,,,,,0.5,0.3914,0.6378,0.7121,0.7792,0.7792,0.067,WAYPOINT3,0.5818,True,0.5491,0.0,1.0,0.0,1.0,,,,
R0013,WAYPOINT3,text,,lying,q3,inference,Loyalty to your friends can sometimes pressure you into doing the wrong thing.,13,0.0,0.4,0.0667,0.5,,,,,0.1983,0.3586,0.4987,0.6952,0.6791,0.6952,0.0161,,0.5865,True,0.4312,0.0,0.0,1.0,1.0,,,,
R0013,WAYPOINT3,text,,lying,q4,metacognitive,"Rachel guilt tripped Sarah by saying 'I'm your best friend' while she was copying answers. In middle school, peer pressure is huge and it's extremely hard to snitch on someone you care about, even if you know cheating is bad.",40,0.6,0.8,0.2333,1.0,,,,,0.5817,0.3917,0.668,0.616,0.7063,0.7063,0.0382,,0.5624,True,0.5701,1.0,1.0,1.0,1.0,,,,
R0013,WAYPOINT3,text,,stealing,q1,inference,"Billy kept the wallet because it had the exact $300 he needed for the new bike he wanted, since his dad already told him no.",25,0.8,0.0,0.2667,0.25,,,,,0.3308,0.4762,0.8963,0.832,0.8703,0.8963,0.026,,0.5606,True,0.4687,,,,,0.0,0.0,0.0,1.0
R0013,WAYPOINT3,text,,stealing,q2,metacognitive,"The text says his parents refused to buy the expensive bike so he felt mad. When kids let their negative emotions take over and see an easy way out, they can act greedy and steal things that don't belong to them.",41,0.2,0.5,0.1167,0.5,,,,,0.2908,0.3382,0.5935,0.5502,0.6929,0.6929,0.0994,WAYPOINT3,0.5782,True,0.4632,,,,,1.0,0.0,0.0,1.0
R0013,WAYPOINT3,text,,stealing,q3,inference,Being greedy and angry can make you do bad things to innocent people.,13,0.0,0.5,0.0833,0.25,,,,,0.1917,0.4146,0.5553,0.637,0.6078,0.637,0.0292,,0.5498,True,0.4066,,,,,0.0,0.0,0.0,1.0
R0013,WAYPOINT3,text,,stealing,q4,metacognitive,"Billy lied right to the lady's face about having her wallet just to get a bike. Whenever you are too focused on material things in the real world, you can easily lose your morals and take advantage of others.",39,0.4,0.5,0.15,0.5,,,,,0.3525,0.3841,0.7785,0.6089,0.7473,0.7785,0.0312,,0.5609,True,0.4775,,,,,1.0,0.0,1.0,0.0
R0014,WAYPOINT3,text,,cat,q1,inference,"He kept the cat because he realized the cat actually cared about him when he was sad, while his human friends were just being toxic.",25,0.2,0.0,0.0333,0.25,0.0,0.0,0.0,1.0,0.0992,0.5741,0.7534,0.8304,0.7063,0.8304,0.0769,WAYPOINT2,0.5275,True,0.3562,,,,,,,,
R0014,WAYPOINT3,text,,cat,q2,metacognitive,"The text says the cat tried to comfort him when he was crying, and Bruno calls it a 'real friend'. I know from life that someone who is there for you when you cry is a better friend than guys who just laugh at you.",45,0.4,0.2,0.1,0.5,0.0,0.0,1.0,1.0,0.26,0.5007,0.7459,0.5985,0.7173,0.7459,0.0286,,0.5327,True,0.4236,,,,,,,,
R0014,WAYPOINT3,text,,cat,q3,inference,You should choose true friends over trying to be popular with mean people.,13,0.0,0.4,0.0,0.5,1.0,0.0,1.0,0.0,0.175,0.3573,0.482,0.6468,0.5402,0.6468,0.1066,,0.5587,True,0.4052,,,,,,,,
R0014,WAYPOINT3,text,,cat,q4,metacognitive,In the story Bruno pets the cat and takes it home even though the boys say he can't play basketball anymore. It reminds me that doing the right thing and being loyal is better than fitting in with bullies.,39,0.4,0.4,0.2667,0.5,1.0,0.0,1.0,0.0,0.3683,0.4061,0.8139,0.5419,0.7981,0.8139,0.0159,,0.5589,True,0.4827,,,,,,,,
R0014,WAYPOINT3,text,,lying,q1,inference,"Sarah didn't say anything because Rachel has been her best friend since they were toddlers, and she didn't want to get her in trouble or ruin their friendship.",28,0.4,0.2,0.2,0.25,,,,,0.2575,0.5807,0.9061,0.8565,0.869,0.9061,0.0372,,0.5423,True,0.4284,0.0,1.0,0.0,0.0,,,,
R0014,WAYPOINT3,text,,lying,q2,metacognitive,"Rachel whispered 'I'm your best friend' to remind her of their bond. In middle school, snitching on your best friend is usually seen as a huge betrayal and causes a ton of drama.",33,0.4,0.2,0.2,0.5,,,,,0.295,0.3458,0.7154,0.68,0.6786,0.7154,0.0354,,0.5663,True,0.4578,1.0,1.0,0.0,0.0,,,,
R0014,WAYPOINT3,text,,lying,q3,inference,Sometimes peer pressure can make you do bad things like lying to a teacher to cover up for someone else.,20,0.0,0.4,0.0667,0.25,,,,,0.1608,0.402,0.5971,0.6514,0.6152,0.6514,0.0362,,0.5511,True,0.395,0.0,0.0,0.0,1.0,,,,
R0014,WAYPOINT3,text,,lying,q4,metacognitive,"Sarah is a good student who studied, but she lied to Ms. Craig to protect Rachel. It shows how having friends who make bad choices can drag you down and force you to be dishonest too.",36,0.2,0.2,0.0667,0.25,,,,,0.1608,0.3935,0.6641,0.6015,0.7945,0.7945,0.1304,WAYPOINT3,0.5775,True,0.4108,0.0,0.0,0.0,1.0,,,,
R0014,WAYPOINT3,text,,stealing,q1,inference,"He kept the wallet because he saw it had exactly $300, which was the exact amount he needed to buy the red bike since his dad said no.",28,0.6,0.0,0.2,0.25,,,,,0.2575,0.4978,0.8583,0.7343,0.7474,0.8583,0.1109,WAYPOINT1,0.5367,True,0.425,,,,,1.0,0.0,0.0,0.0
R0014,WAYPOINT3,text,,stealing,q2,metacognitive,"He sees the money and immediately says he can buy the red bike with it. When kids get rejected by their parents for something they really want, sometimes the temptation makes them do wrong things to get it anyway.",39,0.2,0.75,0.1583,0.75,,,,,0.4054,0.3242,0.6533,0.6029,0.6589,0.6589,0.0056,,0.571,True,0.5048,,,,,1.0,0.0,1.0,1.0
R0014,WAYPOINT3,text,,stealing,q3,inference,Don't let being mad or greedy make you steal from innocent people.,12,0.0,0.25,0.0,0.0,,,,,0.0625,0.4453,0.6759,0.6351,0.5844,0.6759,0.0408,,0.5268,True,0.3411,,,,,0.0,0.0,0.0,0.0
R0014,WAYPOINT3,text,,stealing,q4,metacognitive,"Billy lied right to the lady's face about her wallet just because he wanted a new bike. It shows that just because you are mad your parents said no, it doesn't give you the right to be selfish and steal.",40,0.6,0.75,0.45,0.75,,,,,0.6075,0.3875,0.7676,0.6118,0.783,0.783,0.0154,,0.5674,True,0.5834,,,,,1.0,0.0,1.0,1.0
R0015,WAYPOINT3,comic,,cat,q1,inference,He kept the cat because he felt bad for it and realized they both knew what it felt like to be bullied.,22,0.0,0.2,0.0667,0.5,0.0,1.0,1.0,0.0,0.1483,0.5774,0.8171,0.8381,0.7444,0.8381,0.021,,0.5292,True,0.3768,,,,,,,,
R0015,WAYPOINT3,comic,,cat,q2,metacognitive,"The story shows the other kids laughing at the wet cat, just like they laughed at him earlier. He probably realized true friends are better than trying to fit in with mean kids.",33,0.4,0.4,0.1333,0.5,1.0,0.0,1.0,0.0,0.3217,0.4713,0.7314,0.5716,0.7339,0.7339,0.0025,,0.5417,True,0.4537,,,,,,,,
R0015,WAYPOINT3,comic,,cat,q3,inference,You should be kind and not care about what mean people think of you.,14,0.0,0.2,0.0,0.25,0.0,0.0,0.0,1.0,0.0875,0.4432,0.5721,0.6345,0.5619,0.6345,0.0624,,0.5315,True,0.3539,,,,,,,,
R0015,WAYPOINT3,comic,,cat,q4,metacognitive,The boy almost lost a good pet because he wanted the mean kids to let him play basketball. It teaches us that showing compassion is more important than being popular.,30,0.4,0.4,0.4,0.5,0.0,1.0,1.0,0.0,0.415,0.3321,0.6206,0.5923,0.6481,0.6481,0.0274,,0.5699,True,0.5079,,,,,,,,
R0015,WAYPOINT3,comic,,lying,q1,inference,Sarah didn't tell because she was feeling pressured to protect her best friend.,13,0.4,0.4,0.1333,0.5,,,,,0.3217,0.6621,0.8634,0.8843,0.8153,0.8843,0.0209,,0.5248,True,0.4436,0.0,1.0,0.0,1.0,,,,
R0015,WAYPOINT3,comic,,lying,q2,metacognitive,"Rachel whispered 'I'm your best friend' to make Sarah stay quiet. In middle school, kids usually don't want to snitch on their friends because they don't want to lose them, even if cheating is wrong.",35,0.6,0.4,0.1667,0.5,,,,,0.3833,0.3179,0.7076,0.6781,0.6936,0.7076,0.0141,,0.5763,True,0.4991,0.0,1.0,1.0,0.0,,,,
R0015,WAYPOINT3,comic,,lying,q3,inference,You shouldn't cheat because it puts your friends in a really tough spot.,13,0.2,0.0,0.0333,0.25,,,,,0.0992,0.4167,0.6576,0.622,0.6745,0.6745,0.0169,,0.5519,True,0.3708,0.0,0.0,0.0,1.0,,,,
R0015,WAYPOINT3,comic,,lying,q4,metacognitive,"Rachel didn't study and decided to cheat, which forced Sarah to lie to the teacher. It shows that being irresponsible doesn't just hurt you, it drags your friends down too.",30,0.2,0.2,0.1333,0.25,,,,,0.1842,0.3964,0.7572,0.5539,0.7502,0.7572,0.0069,,0.5582,True,0.4086,0.0,0.0,0.0,1.0,,,,
R0015,WAYPOINT3,comic,,stealing,q1,inference,He kept it because he was being selfish and saw it had exactly the 300 dollars he needed.,18,0.2,0.0,0.0667,0.5,,,,,0.1483,0.5185,0.7747,0.7232,0.6468,0.7747,0.0515,WAYPOINT1,0.5209,True,0.3719,,,,,1.0,0.0,0.0,1.0
R0015,WAYPOINT3,comic,,stealing,q2,metacognitive,The comic shows him looking at the money and saying he can buy the red bike now. Usually when people want something really bad they might ignore their morals to get it.,32,0.4,0.5,0.15,0.25,,,,,0.315,0.3806,0.6051,0.6076,0.6456,0.6456,0.038,,0.5594,True,0.4616,,,,,0.0,0.0,0.0,1.0
R0015,WAYPOINT3,comic,,stealing,q3,inference,You shouldn't steal from people just to get something you want.,11,0.0,0.5,0.0833,0.5,,,,,0.2292,0.4239,0.7886,0.6972,0.6025,0.7886,0.0913,WAYPOINT1,0.5295,True,0.4094,,,,,1.0,0.0,0.0,1.0
R0015,WAYPOINT3,comic,,stealing,q4,metacognitive,"Billy kept the lady's 300 dollars to buy the red bike instead of giving it back. In real life, taking someone's money is a crime and ruins their day just so you can have a toy.",36,0.6,0.0,0.2,0.25,,,,,0.2575,0.3429,0.706,0.5588,0.7161,0.7161,0.0101,,0.5697,True,0.4448,,,,,1.0,0.0,0.0,0.0
R0016,WAYPOINT3,comic,,cat,q1,inference,"He kept the cat because they both got bullied by the other kids and they bonded over it. When you go through a hard time with an animal, they become your real friend and you want to protect them.",39,0.2,0.2,0.0667,0.25,0.0,0.0,1.0,0.0,0.1608,0.5848,0.7725,0.8058,0.727,0.8058,0.0332,,0.5265,True,0.3802,,,,,,,,
R0016,WAYPOINT3,comic,,cat,q2,metacognitive,"In the story, the kids laughed at the boy for petting the cat, and then laughed at the cat for being wet in the rain. I know from experience that feeling left out makes you want to stick with someone who actually cares about you.",45,0.6,0.2,0.2667,0.25,0.0,0.0,1.0,0.0,0.3308,0.4361,0.7087,0.5116,0.7493,0.7493,0.0405,,0.5514,True,0.4632,,,,,,,,
R0016,WAYPOINT3,comic,,cat,q3,inference,"A good lesson is that true friends will comfort you when you are down, while fake friends will just make fun of you.",23,0.0,0.4,0.0667,0.25,1.0,0.0,0.0,0.0,0.1608,0.5272,0.6007,0.6594,0.5888,0.6594,0.0588,WAYPOINT2,0.5171,True,0.3746,,,,,,,,
