respondent_id,level,format,experience,story,question,question_type,response_text,response_length_words,anchor_local,anchor_global,anchor_causal,anchor_mean_themes,anchor_theme_loyalty,anchor_theme_empathy,anchor_theme_peer_pressure,anchor_theme_kindness,keyword_composite,sim_WAYPOINT0,sim_WAYPOINT1,sim_WAYPOINT2,sim_WAYPOINT3,predicted_waypoint,semantic_quality,overall_composite,anchor_theme_loyalty_vs_honesty,anchor_theme_friendship,anchor_theme_integrity,anchor_theme_peer_loyalty,anchor_theme_temptation,anchor_theme_honesty,anchor_theme_consequences,anchor_theme_greed
R0010,WAYPOINT1,text,none,stealing,q3,inference,dont leave your wallet on the table.,7,0.6,0.5,0.6,0.75,,,,,0.5975,,,,,,,0.5975,,,,,1.0,1.0,1.0,0.0
R0010,WAYPOINT1,text,none,stealing,q4,metacognitive,cause the lady forgot her wallet and billy grabbed it.,10,0.6,0.25,0.6,0.25,,,,,0.46,,,,,,,0.46,,,,,0.0,1.0,0.0,0.0
R0011,WAYPOINT1,comic,none,cat,q1,inference,he saw the cat was sad.,6,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.075,,,,,,,0.075,,,,,,,,
R0011,WAYPOINT1,comic,none,cat,q2,metacognitive,it says in the box the red headed boy saw how sad the cat was.,15,0.6,0.4,0.4,0.5,0.0,1.0,0.0,1.0,0.465,,,,,,,0.465,,,,,,,,
R0011,WAYPOINT1,comic,none,cat,q3,inference,pet the cat anyways.,4,0.2,0.0,0.0667,0.25,0.0,0.0,0.0,1.0,0.1108,,,,,,,0.1108,,,,,,,,
R0011,WAYPOINT1,comic,none,cat,q4,metacognitive,because the words said the boy bent down and pet the cat anyways when the kids were mad.,18,0.4,0.4,0.4,0.25,0.0,0.0,0.0,1.0,0.3775,,,,,,,0.3775,,,,,,,,
R0011,WAYPOINT1,comic,none,lying,q1,inference,rachel said don't tell on me cause they are best friends.,11,0.8,0.2,0.2667,0.5,,,,,0.4183,,,,,,,0.4183,0.0,1.0,0.0,1.0,,,,
R0011,WAYPOINT1,comic,none,lying,q2,metacognitive,i read it in the talking circle.,7,0.4,0.4,0.1333,0.5,,,,,0.3217,,,,,,,0.3217,0.0,1.0,1.0,0.0,,,,
R0011,WAYPOINT1,comic,none,lying,q3,inference,to not cheat on the math test.,7,0.2,0.0,0.1333,0.0,,,,,0.0967,,,,,,,0.0967,0.0,0.0,0.0,0.0,,,,
R0011,WAYPOINT1,comic,none,lying,q4,metacognitive,the teacher wrote no cheating on the board.,8,0.2,0.0,0.0667,0.0,,,,,0.0733,,,,,,,0.0733,0.0,0.0,0.0,0.0,,,,
R0011,WAYPOINT1,comic,none,stealing,q1,inference,he wanted to buy the red bike.,7,0.2,0.5,0.3333,0.5,,,,,0.3667,,,,,,,0.3667,,,,,0.0,1.0,0.0,1.0
R0011,WAYPOINT1,comic,none,stealing,q2,metacognitive,the picture shows him saying he could buy the red bike with the 300 dollars.,15,0.4,0.25,0.2667,0.5,,,,,0.3308,,,,,,,0.3308,,,,,1.0,1.0,0.0,0.0
R0011,WAYPOINT1,comic,none,stealing,q3,inference,dont keep wallets and lie about it.,7,0.2,0.5,0.3333,0.25,,,,,0.3292,,,,,,,0.3292,,,,,0.0,1.0,0.0,0.0
R0011,WAYPOINT1,comic,none,stealing,q4,metacognitive,because at the end he said he didnt know where it is when the lady asked.,16,0.2,0.5,0.5,0.75,,,,,0.4625,,,,,,,0.4625,,,,,1.0,1.0,1.0,0.0
R0012,WAYPOINT1,comic,moderate,cat,q1,inference,He kept the cat because he saw how sad it was in the rain and decided to call it his real friend.,22,0.6,0.8,0.8,0.75,0.0,1.0,1.0,1.0,0.7425,,,,,,,0.7425,,,,,,,,
R0012,WAYPOINT1,comic,moderate,cat,q2,metacognitive,"In the story it says the red headed boy saw how sad the cat was, and then he tells the cat he is taking him to his new home.",29,0.6,0.4,0.6,0.75,0.0,1.0,1.0,1.0,0.5725,,,,,,,0.5725,,,,,,,,
R0012,WAYPOINT1,comic,moderate,cat,q3,inference,You shouldn't listen to the mean kids when they say you can't play basketball with them if you touch a dirty cat.,22,0.4,0.2,0.1333,0.5,0.0,0.0,1.0,1.0,0.2717,,,,,,,0.2717,,,,,,,,
R0012,WAYPOINT1,comic,moderate,cat,q4,metacognitive,"Because the kid in the blue shirt yelled that he wouldn't let him play basketball, but the red headed boy bent down and pet the cat anyways.",27,0.8,0.8,0.8,0.25,0.0,0.0,0.0,1.0,0.7175,,,,,,,0.7175,,,,,,,,
R0012,WAYPOINT1,comic,moderate,lying,q1,inference,She doesn't tell the teacher because Rachel whispered to her and said 'Don't tell on me. I'm your best friend.',20,0.8,0.4,0.8,0.5,,,,,0.655,,,,,,,0.655,0.0,1.0,0.0,1.0,,,,
R0012,WAYPOINT1,comic,moderate,lying,q2,metacognitive,I got it from the comic. There is a speech bubble where Rachel says that exact thing to Sarah.,19,0.4,0.8,0.8,0.5,,,,,0.655,,,,,,,0.655,0.0,0.0,1.0,1.0,,,,
R0012,WAYPOINT1,comic,moderate,lying,q3,inference,A lesson could be that you should tell the teacher nothing is going on if your best friend asks you not to tell on them.,25,0.6,0.6,0.4,0.75,,,,,0.5525,,,,,,,0.5525,0.0,1.0,1.0,1.0,,,,
R0012,WAYPOINT1,comic,moderate,lying,q4,metacognitive,"Because that is what happens at the end of the story. The teacher asks Sarah if something is going on, and Sarah says nothing is going on and keeps taking her test.",32,0.6,0.8,0.5333,1.0,,,,,0.6867,,,,,,,0.6867,1.0,1.0,1.0,1.0,,,,
R0012,WAYPOINT1,comic,moderate,stealing,q1,inference,He kept the wallet because it had $300 inside and he wanted to buy the red bike he saw earlier.,20,0.4,1.0,1.0,1.0,,,,,0.85,,,,,,,0.85,,,,,1.0,1.0,1.0,1.0
R0012,WAYPOINT1,comic,moderate,stealing,q2,metacognitive,"The comic shows him opening the wallet, seeing the money, and saying 'With that money, I could buy that red bike!'",21,0.4,0.75,0.5,0.5,,,,,0.5375,,,,,,,0.5375,,,,,1.0,1.0,0.0,0.0
R0012,WAYPOINT1,comic,moderate,stealing,q3,inference,You shouldn't lie and keep a lady's wallet just because you want a new bike.,15,0.2,0.75,0.75,0.75,,,,,0.6125,,,,,,,0.6125,,,,,1.0,1.0,0.0,1.0
R0012,WAYPOINT1,comic,moderate,stealing,q4,metacognitive,"Because in the story, Billy gets mad his parents won't buy him the $300 bike, so he takes the wallet the lady left behind and tells her he doesn't know where it is.",33,0.8,0.5,0.8,0.5,,,,,0.68,,,,,,,0.68,,,,,1.0,1.0,0.0,0.0
R0013,WAYPOINT1,comic,little,cat,q1,inference,"Um, I think he kept the cat because he saw that it was sad and sitting in the rain shaking.",20,0.4,0.6,0.6,0.5,0.0,1.0,0.0,1.0,0.535,,,,,,,0.535,,,,,,,,
R0013,WAYPOINT1,comic,little,cat,q2,metacognitive,"Because the words in the comic say the boy saw how sad the cat was, and then he called him a real friend and took him home.",27,0.4,0.8,0.8,0.5,0.0,1.0,0.0,1.0,0.655,,,,,,,0.655,,,,,,,,
R0013,WAYPOINT1,comic,little,cat,q3,inference,Maybe the lesson is to pet the dirty cat even if other kids say they won't play basketball with you.,20,0.8,0.0,0.5333,0.75,1.0,0.0,1.0,1.0,0.4992,,,,,,,0.4992,,,,,,,,
R0013,WAYPOINT1,comic,little,cat,q4,metacognitive,I picked that because at the end the boy bent down and pet the cat anyways when the kids were yelling at him to stop.,25,0.4,0.4,0.4,0.5,0.0,0.0,1.0,1.0,0.415,,,,,,,0.415,,,,,,,,
R0013,WAYPOINT1,comic,little,lying,q1,inference,Sarah doesn't tell because Rachel is her best friend and asked her not to tell.,15,0.6,0.4,0.4,0.5,,,,,0.465,,,,,,,0.465,0.0,1.0,0.0,1.0,,,,
R0013,WAYPOINT1,comic,little,lying,q2,metacognitive,Rachel says 'Don't tell on me. I'm your best friend' in one of the bubbles.,15,1.0,0.6,0.3333,0.75,,,,,0.6292,,,,,,,0.6292,0.0,1.0,1.0,1.0,,,,
R0013,WAYPOINT1,comic,little,lying,q3,inference,To not cheat on your tests.,6,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
R0013,WAYPOINT1,comic,little,lying,q4,metacognitive,Because the teacher told them no cheating and it was written on the board.,14,0.4,0.8,0.2667,0.5,,,,,0.4683,,,,,,,0.4683,1.0,0.0,1.0,0.0,,,,
R0013,WAYPOINT1,comic,little,stealing,q1,inference,"Well, he wanted to buy the red bike. He opened the wallet and saw 300 dollars inside it.",18,0.6,0.75,0.75,1.0,,,,,0.75,,,,,,,0.75,,,,,1.0,1.0,1.0,1.0
R0013,WAYPOINT1,comic,little,stealing,q2,metacognitive,"In the picture he says 'With that money, I could buy that red bike!'",14,0.2,0.25,0.0833,0.5,,,,,0.2167,,,,,,,0.2167,,,,,1.0,1.0,0.0,0.0
R0013,WAYPOINT1,comic,little,stealing,q3,inference,"Um, don't leave your wallet at the table when you get ice cream.",13,0.2,0.5,0.1667,0.5,,,,,0.3083,,,,,,,0.3083,,,,,1.0,1.0,0.0,0.0
R0013,WAYPOINT1,comic,little,stealing,q4,metacognitive,"Because the story says the lady left her wallet on the table and Billy grabbed it, so she couldn't find it.",21,0.8,0.25,0.5333,0.25,,,,,0.4867,,,,,,,0.4867,,,,,0.0,1.0,0.0,0.0
R0014,WAYPOINT1,text,moderate,cat,q1,inference,"He kept the cat because he saw that it was sitting in the rain, wet, cold, and shaking, and he called the cat a real friend.",26,0.6,0.8,0.8,0.5,0.0,1.0,0.0,1.0,0.705,,,,,,,0.705,,,,,,,,
R0014,WAYPOINT1,text,moderate,cat,q2,metacognitive,"The story says the red headed boy saw how sad the cat was, so he walked over to it and told the cat he was going to take it to his home.",32,0.6,0.6,0.6,0.75,0.0,1.0,1.0,1.0,0.6225,,,,,,,0.6225,,,,,,,,
R0014,WAYPOINT1,text,moderate,cat,q3,inference,A lesson you can learn is to pet a sad cat even if other kids say you can't play basketball with them anymore.,23,0.6,0.0,0.6,0.75,1.0,1.0,1.0,0.0,0.4725,,,,,,,0.4725,,,,,,,,
R0014,WAYPOINT1,text,moderate,cat,q4,metacognitive,"I wrote that because the boy's friends told him he couldn't play basketball if he touched the dirty cat, but he bent down and pet it anyways.",27,0.8,0.6,0.8,0.25,0.0,0.0,0.0,1.0,0.6675,,,,,,,0.6675,,,,,,,,
R0014,WAYPOINT1,text,moderate,lying,q1,inference,Sarah doesn't tell the teacher because Rachel whispered to her to be quiet and said 'Don't tell on me. I'm your best friend.',23,0.8,0.4,0.8,0.5,,,,,0.655,,,,,,,0.655,0.0,1.0,0.0,1.0,,,,
R0014,WAYPOINT1,text,moderate,lying,q2,metacognitive,I thought of this because it says right in the text that Rachel told her not to tell right before the teacher asked if something was going on.,28,0.4,0.4,0.2667,0.5,,,,,0.3683,,,,,,,0.3683,1.0,1.0,0.0,0.0,,,,
R0014,WAYPOINT1,text,moderate,lying,q3,inference,"A lesson you could learn is that if you don't study for a test at all, you might end up copying another student's answer sheet.",25,0.6,0.4,0.4,1.0,,,,,0.54,,,,,,,0.54,1.0,1.0,1.0,1.0,,,,
R0014,WAYPOINT1,text,moderate,lying,q4,metacognitive,"I said that because Rachel admitted at the beginning that she didn't study, and then later Sarah saw her looking over the shoulder of the kid in front of her to copy.",32,0.6,0.8,0.8,1.0,,,,,0.78,,,,,,,0.78,1.0,1.0,1.0,1.0,,,,
R0014,WAYPOINT1,text,moderate,stealing,q1,inference,"He kept the wallet because it had $300 inside, and he wanted to use the money to buy the beautiful red bike.",22,0.4,0.75,0.75,1.0,,,,,0.7,,,,,,,0.7,,,,,1.0,1.0,1.0,1.0
R0014,WAYPOINT1,text,moderate,stealing,q2,metacognitive,"In the story, Billy looked inside the wallet and said 'With that money, I could buy that red bike!'.",19,0.6,0.5,0.4,0.75,,,,,0.5275,,,,,,,0.5275,,,,,1.0,1.0,1.0,0.0
R0014,WAYPOINT1,text,moderate,stealing,q3,inference,A lesson is that you shouldn't grab a lady's wallet and lie to her when she comes back looking for it.,21,0.4,0.5,0.5,0.75,,,,,0.5125,,,,,,,0.5125,,,,,1.0,1.0,1.0,0.0
R0014,WAYPOINT1,text,moderate,stealing,q4,metacognitive,"I thought of that because the text says the lady came back asking if he saw her wallet, and Billy lied and said he didn't know where it was.",29,0.6,0.75,0.75,0.5,,,,,0.675,,,,,,,0.675,,,,,1.0,1.0,0.0,0.0
R0015,WAYPOINT1,text,little,cat,q1,inference,He kept the cat because he saw how sad it was in the rain and he wanted to be its real friend.,22,0.6,0.8,0.8,0.75,0.0,1.0,1.0,1.0,0.7425,,,,,,,0.7425,,,,,,,,
R0015,WAYPOINT1,text,little,cat,q2,metacognitive,I think this because the story says he saw the cat was sad and then he said 'hey there real friend'.,21,0.4,0.8,0.8,0.5,0.0,1.0,0.0,1.0,0.655,,,,,,,0.655,,,,,,,,
R0015,WAYPOINT1,text,little,cat,q3,inference,"Um, maybe the lesson is to pet the cat anyways even if the other boys say you can't play basketball with them.",22,0.6,0.0,0.4,0.75,1.0,0.0,1.0,1.0,0.4025,,,,,,,0.4025,,,,,,,,
R0015,WAYPOINT1,text,little,cat,q4,metacognitive,Because that is what Bruno did at the end. He pet the cat and took him home after the boy said he couldn't play with them.,26,0.8,0.6,0.8,0.5,0.0,0.0,1.0,1.0,0.705,,,,,,,0.705,,,,,,,,
R0015,WAYPOINT1,text,little,lying,q1,inference,Because Rachel told her to be quiet and said she is her best friend.,14,0.4,0.4,0.4,0.75,,,,,0.4525,,,,,,,0.4525,0.0,1.0,1.0,1.0,,,,
R0015,WAYPOINT1,text,little,lying,q2,metacognitive,I just read it in the story. Rachel whispered 'Don't tell on me' right before the teacher asked Sarah.,19,1.0,0.6,0.3333,0.5,,,,,0.5917,,,,,,,0.5917,0.0,1.0,1.0,0.0,,,,
R0015,WAYPOINT1,text,little,lying,q3,inference,You shouldn't cheat on a math test or tell your best friend to hide it.,15,0.8,0.6,0.5333,0.75,,,,,0.6492,,,,,,,0.6492,1.0,1.0,0.0,1.0,,,,
R0015,WAYPOINT1,text,little,lying,q4,metacognitive,"Because the teacher said no cheating in the story, but Rachel just copied the kid in front of her anyway.",20,0.2,0.4,0.1333,0.5,,,,,0.2717,,,,,,,0.2717,1.0,0.0,0.0,1.0,,,,
R0015,WAYPOINT1,text,little,stealing,q1,inference,um he kept it because it had $300 in it to buy the red bike.,15,0.4,0.5,0.5,0.25,,,,,0.4375,,,,,,,0.4375,,,,,0.0,1.0,0.0,0.0
R0015,WAYPOINT1,text,little,stealing,q2,metacognitive,"in the story he opens the wallet and says 'With that money, I could buy that red bike!'.",18,0.4,0.75,0.5,0.5,,,,,0.5375,,,,,,,0.5375,,,,,1.0,1.0,0.0,0.0
R0015,WAYPOINT1,text,little,stealing,q3,inference,maybe the lesson is don't say you don't know where a wallet is when someone asks for it.,18,0.2,0.75,0.75,0.5,,,,,0.575,,,,,,,0.575,,,,,1.0,1.0,0.0,0.0
R0015,WAYPOINT1,text,little,stealing,q4,metacognitive,"because the lady came back and asked him if he saw her wallet and he said 'No, I don't know where it is'.",23,0.4,0.5,0.5,0.5,,,,,0.475,,,,,,,0.475,,,,,1.0,1.0,0.0,0.0
R0016,WAYPOINT1,comic,lot,cat,q1,inference,"The red-headed boy kept the cat because he noticed how sad and wet it was sitting in the rain, so he decided to make it his real friend and give it a home.",33,1.0,0.8,1.0,0.75,0.0,1.0,1.0,1.0,0.9125,,,,,,,0.9125,,,,,,,,
R0016,WAYPOINT1,comic,lot,cat,q2,metacognitive,"I based my answer entirely on the text and illustrations. The story explicitly states that the boy saw how sad the cat was, and the final dialogue bubble shows him telling the cat he is taking it to his home.",40,0.4,0.4,0.4,0.75,0.0,1.0,1.0,1.0,0.4525,,,,,,,0.4525,,,,,,,,
R0016,WAYPOINT1,comic,lot,cat,q3,inference,"A lesson someone could learn is that you can choose to pet a sad cat and take it home, regardless of whether the other kids say they won't let you play basketball with them anymore.",35,0.6,0.4,0.6,0.75,1.0,1.0,1.0,0.0,0.5725,,,,,,,0.5725,,,,,,,,
R0016,WAYPOINT1,comic,lot,cat,q4,metacognitive,"This comes directly from the ending of the comic. The text explicitly shows the other kid stating he won't let him play basketball if he touches the cat, but the boy disregards this, pets the cat anyway, and calls it a real friend.",43,0.6,0.6,0.6,0.5,0.0,1.0,0.0,1.0,0.585,,,,,,,0.585,,,,,,,,
R0016,WAYPOINT1,comic,lot,lying,q1,inference,"Sarah does not tell the teacher because Rachel explicitly asks her not to, reminding Sarah that they have been best friends.",21,0.6,0.4,0.4,0.75,,,,,0.5025,,,,,,,0.5025,0.0,1.0,1.0,1.0,,,,
R0016,WAYPOINT1,comic,lot,lying,q2,metacognitive,"I based this entirely on the specific panel where Rachel whispers to Sarah, 'Don't tell on me. I'm your best friend,' which directly precedes Sarah's decision to stay quiet.",29,0.8,0.8,0.8,0.75,,,,,0.7925,,,,,,,0.7925,0.0,1.0,1.0,1.0,,,,
R0016,WAYPOINT1,comic,lot,lying,q3,inference,A lesson you could learn from this story is that best friends cover for each other when they copy someone else's test.,22,0.8,0.6,0.5333,1.0,,,,,0.6867,,,,,,,0.6867,1.0,1.0,1.0,1.0,,,,
R0016,WAYPOINT1,comic,lot,lying,q4,metacognitive,"I formulated this answer because Rachel reminds Sarah that they are best friends, and immediately after that, Sarah tells Ms. Craig that nothing is going on to protect her.",29,0.8,0.6,0.8,0.75,,,,,0.7425,,,,,,,0.7425,1.0,1.0,0.0,1.0,,,,
R0016,WAYPOINT1,comic,lot,stealing,q1,inference,"Billy kept the lady's wallet because it had exactly $300 in it, which was the amount he needed to purchase the red bike he saw at the beach.",28,0.8,0.5,0.8,0.75,,,,,0.7175,,,,,,,0.7175,,,,,1.0,1.0,0.0,1.0
R0016,WAYPOINT1,comic,lot,stealing,q2,metacognitive,"I know this because the comic shows him opening the wallet, seeing the money, and stating that with those funds he could finally buy that specific bike.",27,0.4,0.75,0.5,0.5,,,,,0.5375,,,,,,,0.5375,,,,,1.0,1.0,0.0,0.0
R0016,WAYPOINT1,comic,lot,stealing,q3,inference,A lesson you could learn is that you shouldn't lie to a lady about finding her missing wallet just because your parents won't buy you a bicycle.,27,0.2,0.75,0.75,0.5,,,,,0.575,,,,,,,0.575,,,,,1.0,1.0,0.0,0.0
R0016,WAYPOINT1,comic,lot,stealing,q4,metacognitive,"I based this on the final panels of the story, which show the lady returning to the table to ask for her wallet, and Billy explicitly lying to her by claiming he doesn't know where it is.",37,0.8,0.75,0.8,0.75,,,,,0.78,,,,,,,0.78,,,,,1.0,1.0,1.0,0.0
R0017,WAYPOINT2,comic,lot,cat,q1,inference,"The boy probably felt a strong sense of sympathy for the stray animal. When people see a pet suffering out in the cold, it is a natural human instinct to want to rescue them and provide a safe, loving home.",40,0.6,0.6,0.6,1.0,1.0,1.0,1.0,1.0,0.66,,,,,,,0.66,,,,,,,,
R0017,WAYPOINT2,comic,lot,cat,q2,metacognitive,"I based this on how people generally behave in the real world. Whenever individuals encounter a helpless animal struggling on the streets, they often feel compelled to adopt it because rescuing a pet brings a lot of comfort to both the owner and the animal.",45,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,0.83,,,,,,,0.83,,,,,,,,
R0017,WAYPOINT2,comic,lot,cat,q3,inference,"A valuable lesson here is that you should always stand up for those who are defenseless and do the right thing, regardless of peer pressure. Showing genuine compassion is ultimately much more important than trying to maintain your popularity.",39,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,,,,,,,0.85,,,,,,,,
R0017,WAYPOINT2,comic,lot,cat,q4,metacognitive,"In life, peer pressure can be incredibly difficult to navigate, but standing up to bullies always builds strong character. Society teaches us that true friends will not abandon or mock you just because you choose to show kindness to a vulnerable creature.",42,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,,,,,,,0.9,,,,,,,,
R0017,WAYPOINT2,comic,lot,lying,q1,inference,Sarah refrains from telling the teacher because she wants to avoid being labeled as a snitch. Preserving a friendship usually feels much more important than reporting a rule violation.,29,0.2,1.0,0.6667,1.0,,,,,0.6833,,,,,,,0.6833,1.0,1.0,1.0,1.0,,,,
R0017,WAYPOINT2,comic,lot,lying,q2,metacognitive,"Generally speaking, students face intense social pressure to remain loyal to their peers. Turning someone in often leads to severe social consequences and a ruined friendship.",26,0.4,0.8,0.8,1.0,,,,,0.73,,,,,,,0.73,1.0,1.0,1.0,1.0,,,,
R0017,WAYPOINT2,comic,lot,lying,q3,inference,The main takeaway is that covering for a peer's unethical choices can put you in a highly compromising position.,19,0.6,0.8,0.8,1.0,,,,,0.78,,,,,,,0.78,1.0,1.0,1.0,1.0,,,,
R0017,WAYPOINT2,comic,lot,lying,q4,metacognitive,"I thought of this because in real life, when you lie to protect someone who did something wrong, you end up carrying the stress and guilt of their actions.",29,0.4,0.8,0.8,1.0,,,,,0.73,,,,,,,0.73,1.0,1.0,1.0,1.0,,,,
R0017,WAYPOINT2,comic,lot,stealing,q1,inference,"Billy kept the wallet because he was overcome by greed and saw a sudden, easy opportunity to acquire enough cash to buy something he desperately desired but couldn't otherwise afford.",30,0.8,0.75,0.8,0.75,,,,,0.78,,,,,,,0.78,,,,,1.0,1.0,0.0,1.0
R0017,WAYPOINT2,comic,lot,stealing,q2,metacognitive,"I thought of this because human nature shows that when individuals are denied something they really want, a sudden chance to get it for free can severely tempt them into making dishonest choices.",33,0.2,0.75,0.75,1.0,,,,,0.65,,,,,,,0.65,,,,,1.0,1.0,1.0,1.0
R0017,WAYPOINT2,comic,lot,stealing,q3,inference,"A significant lesson here is that you should never let your materialistic desires drive you to steal, because taking advantage of someone else's misfortune is highly unethical.",27,0.0,1.0,1.0,0.5,,,,,0.675,,,,,,,0.675,,,,,1.0,1.0,0.0,0.0
R0017,WAYPOINT2,comic,lot,stealing,q4,metacognitive,"This comes from the universal understanding that honesty is always the best policy. In the real world, stealing to satisfy your own wants causes unnecessary harm to innocent people and compromises your integrity.",33,0.2,0.75,0.75,0.75,,,,,0.6125,,,,,,,0.6125,,,,,1.0,1.0,0.0,1.0
R0018,WAYPOINT2,comic,moderate,cat,q1,inference,He decided to keep the cat because he wanted a loyal friend to hang out with.,16,0.2,0.4,0.2667,0.75,1.0,0.0,1.0,1.0,0.3558,,,,,,,0.3558,,,,,,,,
R0018,WAYPOINT2,comic,moderate,cat,q2,metacognitive,"Usually when people adopt a stray animal, it's because they want a pet to love and be their companion.",19,0.8,0.6,0.8,0.75,0.0,1.0,1.0,1.0,0.7425,,,,,,,0.7425,,,,,,,,
R0018,WAYPOINT2,comic,moderate,cat,q3,inference,The lesson is that you shouldn't care about being popular if it means you have to be mean.,18,0.4,0.8,0.8,0.75,0.0,1.0,1.0,1.0,0.6925,,,,,,,0.6925,,,,,,,,
R0018,WAYPOINT2,comic,moderate,cat,q4,metacognitive,"I know from real life that true friends don't force you to be a bully, so it's better to just do the right thing even if others make fun of you.",31,0.4,1.0,1.0,0.75,1.0,1.0,0.0,1.0,0.8125,,,,,,,0.8125,,,,,,,,
R0018,WAYPOINT2,comic,moderate,lying,q1,inference,She didn't want to get her friend in trouble. People usually don't snitch on their friends because they want to stay friends.,22,0.4,0.4,0.2667,0.75,,,,,0.4058,,,,,,,0.4058,0.0,1.0,1.0,1.0,,,,
R0018,WAYPOINT2,comic,moderate,lying,q2,metacognitive,"Because in real life, if you tattle on someone you like, they will get really mad at you and probably stop hanging out with you.",25,0.4,0.8,0.5333,1.0,,,,,0.6367,,,,,,,0.6367,1.0,1.0,1.0,1.0,,,,
R0018,WAYPOINT2,comic,moderate,lying,q3,inference,You shouldn't cheat because it is wrong and it puts your friends in a really bad position.,17,0.6,0.6,0.4,1.0,,,,,0.59,,,,,,,0.59,1.0,1.0,1.0,1.0,,,,
R0018,WAYPOINT2,comic,moderate,lying,q4,metacognitive,"I thought of this because normally when someone cheats, they just end up dragging other people into their mess and it causes unnecessary drama.",24,0.6,0.4,0.4,0.75,,,,,0.5025,,,,,,,0.5025,1.0,1.0,0.0,1.0,,,,
R0018,WAYPOINT2,comic,moderate,stealing,q1,inference,He kept it because he wanted to buy something expensive and didn't have his own money.,16,0.2,0.75,0.75,0.25,,,,,0.5375,,,,,,,0.5375,,,,,0.0,0.0,0.0,1.0
R0018,WAYPOINT2,comic,moderate,stealing,q2,metacognitive,"Normally when people keep a wallet they found, it's because they are being greedy and just want free cash to get stuff they want.",24,0.4,0.5,0.5,0.75,,,,,0.5125,,,,,,,0.5125,,,,,1.0,1.0,0.0,1.0
R0018,WAYPOINT2,comic,moderate,stealing,q3,inference,The lesson is that you shouldn't steal or lie to people.,11,0.0,0.5,0.5,0.25,,,,,0.3375,,,,,,,0.3375,,,,,0.0,1.0,0.0,0.0
R0018,WAYPOINT2,comic,moderate,stealing,q4,metacognitive,"I thought of this because taking someone else's money is a bad thing to do in real life, and you should always return lost items instead of lying to the person's face.",32,0.2,1.0,1.0,0.75,,,,,0.7625,,,,,,,0.7625,,,,,1.0,1.0,1.0,0.0
R0019,WAYPOINT2,text,moderate,cat,q1,inference,He kept the cat because having a pet makes you feel less lonely. Animals are really good at being loyal friends.,21,0.6,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,0.7833,,,,,,,0.7833,,,,,,,,
R0019,WAYPOINT2,text,moderate,cat,q2,metacognitive,"Because usually when people are sad, getting a dog or a cat can cheer them up and they become your best friend.",22,0.4,0.6,0.6,0.5,1.0,0.0,0.0,1.0,0.535,,,,,,,0.535,,,,,,,,
R0019,WAYPOINT2,text,moderate,cat,q3,inference,The lesson is to always be kind to animals and not listen to bullies.,14,0.2,0.6,0.6,0.5,0.0,1.0,0.0,1.0,0.485,,,,,,,0.485,,,,,,,,
R0019,WAYPOINT2,text,moderate,cat,q4,metacognitive,"I thought of this because in the real world, bullying is wrong and you should always do the right thing by helping out stray pets who need a home.",29,0.8,0.8,0.8,0.5,0.0,1.0,0.0,1.0,0.755,,,,,,,0.755,,,,,,,,
R0019,WAYPOINT2,text,moderate,lying,q1,inference,"She doesn't want to be a snitch. If you tell on someone close to you, it usually ruins the relationship.",20,0.4,0.8,0.5333,1.0,,,,,0.6367,,,,,,,0.6367,1.0,1.0,1.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,lying,q2,metacognitive,"Because loyalty is really important to kids, and nobody wants to lose a good friend just for following the rules.",20,0.4,0.8,0.8,1.0,,,,,0.73,,,,,,,0.73,1.0,1.0,1.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,lying,q3,inference,A good lesson is that lying to protect your friends can put you in a tough spot.,17,0.4,1.0,1.0,1.0,,,,,0.85,,,,,,,0.85,1.0,1.0,1.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,lying,q4,metacognitive,"I thought of this because when people cover for someone's bad choices, they usually end up feeling guilty or getting dragged into the mess.",24,0.4,1.0,0.6667,1.0,,,,,0.7333,,,,,,,0.7333,1.0,1.0,1.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,stealing,q1,inference,He kept it because he wanted the cash inside to buy something expensive for himself.,15,0.2,0.75,0.75,0.75,,,,,0.6125,,,,,,,0.6125,,,,,0.0,1.0,1.0,1.0
R0019,WAYPOINT2,text,moderate,stealing,q2,metacognitive,"Usually when someone takes a wallet they found, it's because they are being greedy and want to spend the money instead of returning it.",24,0.4,0.5,0.5,1.0,,,,,0.55,,,,,,,0.55,,,,,1.0,1.0,1.0,1.0
R0019,WAYPOINT2,text,moderate,stealing,q3,inference,You shouldn't steal from other people or lie about it.,10,0.0,0.5,0.1667,0.25,,,,,0.2208,,,,,,,0.2208,,,,,0.0,1.0,0.0,0.0
